,u,i
151745,1272,1339
151746,1220,1149
151747,184,65
151748,2391,1145
151749,1510,349
151750,1678,2377
151751,2953,67
151752,2545,1962
151753,236,605
151754,4379,1336
151755,3816,2162
151756,2725,617
151757,1892,616
151758,4344,2281
151759,2258,1905
151760,2631,955
151761,104,836
151762,3239,1777
151763,3156,22
151764,3710,1362
151765,4546,1634
151766,2,559
151767,3859,704
151768,2150,1032
151769,689,708
151770,1520,636
151771,3514,1423
151772,2798,1253
151773,86,2135
151774,122,1792
151775,89,154
151776,2542,509
151777,4849,1793
151778,4443,1105
151779,2633,627
151780,1085,1058
151781,2353,987
151782,2511,2327
151783,3189,1259
151784,4350,2045
151785,3691,2409
151786,1387,1396
151787,4840,926
151788,1235,1002
151789,3090,1253
151790,3628,2060
151791,2558,1392
151792,4777,577
151793,2967,99
151794,1532,996
151795,1917,807
151796,1470,118
151797,4250,1060
151798,1096,1597
151799,1973,1870
151800,502,858
151801,2465,2332
151802,1009,2352
151803,1743,2347
151804,2519,1814
151805,616,1145
151806,3575,140
151807,3774,1481
151808,2339,2378
151809,519,1212
151810,25,677
151811,2303,469
151812,534,2244
151813,396,2310
151814,26,1279
151815,308,211
151816,2209,807
151817,1703,2167
151818,4375,1886
151819,2112,874
151820,1088,551
151821,1950,2044
151822,2473,1819
151823,2416,1285
151824,1791,1233
151825,3590,1552
151826,4462,1481
151827,4744,413
151828,3006,1501
151829,2323,2225
151830,4805,1820
151831,880,1726
151832,3146,757
151833,847,88
151834,3247,1563
151835,3304,2097
151836,4453,614
151837,263,37
151838,4857,1229
151839,1156,843
151840,3934,1712
151841,2515,890
151842,2561,1235
151843,4366,1369
151844,4739,419
151845,1833,304
151846,587,1854
151847,1860,2127
151848,3546,849
151849,2300,2399
151850,2295,2055
151851,613,42
151852,1116,1794
151853,4070,445
151854,455,2085
151855,1890,1188
151856,3445,393
151857,582,1860
151858,3096,239
151859,3608,2077
151860,2691,2405
151861,3783,388
151862,2040,1132
151863,3819,45
151864,2933,1938
151865,691,1803
151866,4222,1189
151867,2808,711
151868,287,407
151869,4328,861
151870,3937,1205
151871,2593,2220
151872,3030,2221
151873,3116,1995
151874,2739,1291
151875,939,1501
151876,2369,260
151877,4710,1128
151878,2184,480
151879,811,3
151880,723,156
151881,943,2374
151882,3605,1405
151883,4035,989
151884,1342,393
151885,2245,1887
151886,2178,665
151887,4798,194
151888,2021,2179
151889,2945,2298
151890,4825,2017
151891,62,1578
151892,3073,763
151893,4573,1015
151894,867,285
151895,4499,2032
151896,356,1301
151897,806,2261
151898,2919,296
151899,385,541
151900,3067,948
151901,1730,2380
151902,4345,1565
151903,3715,1169
151904,3309,481
151905,4248,1632
151906,4647,1903
151907,3186,1579
151908,321,1465
151909,4144,1282
151910,1289,1856
151911,4243,507
151912,4391,1159
151913,356,1651
151914,2007,1318
151915,2900,2124
151916,3177,712
151917,1367,234
151918,1494,2261
151919,1874,1728
151920,2587,846
151921,3366,584
151922,1556,106
151923,3519,1580
151924,1459,173
151925,4537,580
151926,2352,979
151927,2639,255
151928,156,1189
151929,276,1291
151930,2982,594
151931,1988,2365
151932,1983,2021
151933,1947,112
151934,460,819
151935,1261,2036
151936,2787,1257
151937,4065,1874
151938,3967,1339
151939,815,1949
151940,4516,2335
151941,3566,995
151942,3968,1941
151943,1070,189
151944,3706,251
151945,4112,939
151946,4390,129
151947,2117,681
151948,1721,681
151949,1814,872
151950,754,892
151951,2457,749
151952,559,424
151953,158,80
151954,1558,2380
151955,959,1297
151956,995,954
151957,3175,211
151958,714,712
151959,1646,1446
151960,278,1313
151961,3640,2233
151962,4318,1165
151963,2888,154
151964,2948,959
151965,1611,2391
151966,4257,889
151967,2416,1098
151968,919,1117
151969,950,430
151970,325,378
151971,361,35
151972,3631,1366
151973,2067,163
151974,2944,436
151975,1970,230
151976,4709,1171
151977,4776,2393
151978,94,1384
151979,2817,1792
151980,2745,226
151981,565,969
151982,1633,56
151983,3023,1668
151984,1278,2339
151985,2090,1463
151986,285,1329
151987,130,260
151988,2468,857
151989,627,1066
151990,1556,1529
151991,1222,2407
151992,527,862
151993,157,2083
151994,2089,1992
151995,2705,46
151996,4207,371
151997,1301,256
151998,2300,2212
151999,302,1683
152000,2074,179
152001,3844,1258
152002,1669,2345
152003,2321,56
152004,588,1488
152005,177,456
152006,2818,862
152007,1116,1607
152008,1546,1191
152009,147,1745
152010,234,209
152011,2978,1494
152012,4413,597
152013,2639,2028
152014,4660,474
152015,1845,477
152016,3412,1951
152017,1998,1473
152018,3772,42
152019,1316,887
152020,2687,1695
152021,4024,263
152022,1792,816
152023,101,1750
152024,3456,745
152025,3466,1433
152026,2471,350
152027,1067,560
152028,3703,622
152029,3646,88
152030,3374,1844
152031,255,1436
152032,4236,1085
152033,250,1092
152034,528,282
152035,4829,2353
152036,3959,1716
152037,1430,2305
152038,4389,1300
152039,3821,1782
152040,3855,1366
152041,4667,490
152042,1145,2321
152043,3130,1110
152044,2830,1572
152045,4000,966
152046,3604,966
152047,2658,2054
152048,2601,1520
152049,3478,1793
152050,1955,591
152051,4278,156
152052,3381,1860
152053,1853,314
152054,2314,1463
152055,2689,586
152056,4779,1835
152057,3709,1167
152058,818,2084
152059,422,2084
152060,2258,1531
152061,4458,2194
152062,700,1274
152063,2094,376
152064,1536,1546
152065,1197,2080
152066,4805,23
152067,1961,786
152068,151,308
152069,109,806
152070,1100,2147
152071,1098,2074
152072,3775,2137
152073,2309,1469
152074,2274,2414
152075,1868,1726
152076,469,2280
152077,531,2377
152078,2172,1356
152079,305,344
152080,1296,1685
152081,3469,525
152082,3505,182
152083,4064,1866
152084,2014,1147
152085,4213,1208
152086,4756,2359
152087,4684,793
152088,4157,1276
152089,353,11
152090,454,817
152091,3338,1358
152092,872,1515
152093,2470,2302
152094,2408,1424
152095,1348,1444
152096,3086,356
152097,2220,1373
152098,559,237
152099,2620,2246
152100,2391,2194
152101,2425,1778
152102,1360,1454
152103,2170,505
152104,3508,1927
152105,385,1777
152106,3416,2338
152107,3447,1651
152108,181,1193
152109,3195,649
152110,4093,1799
152111,2720,1322
152112,2653,100
152113,3150,906
152114,2754,906
152115,3595,1522
152116,3464,2005
152117,1688,1111
152118,2930,2071
152119,3396,1312
152120,2398,2210
152121,513,592
152122,2187,1209
152123,2125,331
152124,2095,1620
152125,3955,2215
152126,254,1829
152127,3981,1184
152128,1222,2220
152129,4608,528
152130,38,484
152131,2423,927
152132,4766,1868
152133,2089,1805
152134,3797,2006
152135,2957,80
152136,3511,1420
152137,4008,2226
152138,899,254
152139,305,1767
152140,2079,336
152141,4073,1123
152142,3691,75
152143,1516,1162
152144,112,1372
152145,148,1029
152146,833,1886
152147,3224,1363
152148,2823,1019
152149,4158,2170
152150,1572,2225
152151,2296,1502
152152,2573,90
152153,3848,1944
152154,2444,2154
152155,947,2173
152156,3791,1410
152157,4720,1873
152158,3603,1359
152159,394,1435
152160,4773,753
152161,3501,1082
152162,2379,224
152163,4712,477
152164,1040,1583
152165,3409,1493
152166,2409,2318
152167,2399,1630
152168,2789,1785
152169,2844,2246
152170,4279,1349
152171,4769,230
152172,2742,1969
152173,2339,44
152174,257,1322
152175,4106,2360
152176,2066,2329
152177,3205,158
152178,3332,2185
152179,1871,1861
152180,4194,1426
152181,9,1193
152182,876,778
152183,3949,841
152184,4785,1113
152185,2857,2077
152186,4591,1247
152187,3758,1246
152188,2734,923
152189,924,445
152190,700,737
152191,3723,2191
152192,4385,590
152193,2754,2329
152194,2692,1451
152195,3015,384
152196,2566,2278
152197,4006,1725
152198,3283,1138
152199,3868,1791
152200,1667,1657
152201,514,1486
152202,108,798
152203,4678,842
152204,1448,2293
152205,3279,1396
152206,3678,1667
152207,3600,256
152208,73,1743
152209,3151,2150
152210,2678,240
152211,888,1138
152212,2216,1872
152213,1526,671
152214,3093,2145
152215,3422,923
152216,3869,1612
152217,2093,718
152218,4637,1191
152219,777,2246
152220,1209,1903
152221,1181,609
152222,4198,740
152223,115,814
152224,2859,2099
152225,3951,82
152226,2664,1631
152227,2669,1975
152228,3101,1632
152229,3637,2366
152230,4444,1146
152231,4002,801
152232,2541,477
152233,3840,1971
152234,142,1856
152235,460,445
152236,482,1924
152237,4219,1967
152238,4840,365
152239,922,2196
152240,4368,1309
152241,4469,2115
152242,2034,1585
152243,3338,1171
152244,4107,221
152245,1835,1375
152246,35,1585
152247,2671,1647
152248,1533,256
152249,1175,2268
152250,3738,1263
152251,524,995
152252,3922,1572
152253,584,1800
152254,563,923
152255,4071,914
152256,2610,590
152257,4568,1720
152258,1646,1072
152259,4872,2131
152260,4369,1510
152261,3723,581
152262,2319,791
152263,1254,467
152264,3991,1335
152265,3125,2352
152266,1258,1340
152267,831,2027
152268,2042,1422
152269,3000,1125
152270,1842,610
152271,1596,1335
152272,1654,559
152273,2130,488
152274,2340,2018
152275,4807,551
152276,3955,2028
152277,3991,1685
152278,2150,1894
152279,2186,1551
152280,1900,965
152281,4233,1218
152282,85,143
152283,2330,549
152284,55,1432
152285,1837,616
152286,240,431
152287,4039,1352
152288,2542,1371
152289,1614,1510
152290,3443,540
152291,1854,970
152292,2229,93
152293,773,113
152294,2382,1089
152295,4689,2373
152296,926,1109
152297,3374,1120
152298,4465,413
152299,886,1710
152300,3803,1233
152301,389,123
152302,2008,1787
152303,3716,1988
152304,4091,1111
152305,2584,442
152306,502,1720
152307,3958,1521
152308,3989,834
152309,1773,1920
152310,256,1664
152311,4635,982
152312,2496,1726
152313,837,663
152314,503,1541
152315,2743,1603
152316,3983,238
152317,2636,982
152318,2574,104
152319,4262,2282
152320,3851,1250
152321,4164,1747
152322,2825,854
152323,4468,2158
152324,3697,783
152325,2940,612
152326,2190,114
152327,1176,479
152328,3564,1193
152329,4379,588
152330,3319,608
152331,915,1643
152332,4282,655
152333,3781,2359
152334,909,1828
152335,2846,2081
152336,716,1433
152337,1591,1633
152338,2346,223
152339,4361,1887
152340,4237,131
152341,1382,705
152342,2275,1511
152343,3710,614
152344,1965,1285
152345,4642,1348
152346,1798,2111
152347,4131,2364
152348,4884,881
152349,1181,422
152350,269,1094
152351,3393,1846
152352,1922,834
152353,4695,1359
152354,3346,2030
152355,4448,701
152356,2700,1101
152357,921,2188
152358,2189,2117
152359,2075,1049
152360,332,1793
152361,1731,1239
152362,2577,2199
152363,2505,633
152364,2322,926
152365,548,105
152366,1446,1255
152367,3008,2385
152368,4460,711
152369,3255,2262
152370,4769,1466
152371,3685,1846
152372,2630,2210
152373,2938,111
152374,3588,1913
152375,2461,711
152376,4711,1461
152377,1000,387
152378,2557,1173
152379,2583,2394
152380,1091,505
152381,4179,1600
152382,2307,244
152383,538,2019
152384,1590,603
152385,184,740
152386,4769,1816
152387,3241,270
152388,3451,1800
152389,3738,1076
152390,3389,922
152391,4282,1728
152392,2632,1882
152393,2914,814
152394,1231,2363
152395,418,2260
152396,941,2035
152397,1319,1429
152398,1131,1378
152399,4811,887
152400,2683,1820
152401,847,2373
152402,643,1789
152403,4272,609
152404,1980,357
152405,2680,768
152406,284,166
152407,838,1506
152408,1772,2313
152409,3489,348
152410,2530,1174
152411,2014,1846
152412,3299,224
152413,2678,1826
152414,3457,1564
152415,2058,2118
152416,2335,706
152417,4668,959
152418,2853,137
152419,4537,1442
152420,4074,220
152421,4535,1369
152422,4571,1026
152423,2730,1235
152424,1608,377
152425,2609,2406
152426,367,2271
152427,3849,1041
152428,645,1461
152429,4289,1313
152430,4096,918
152431,1788,163
152432,4809,36
152433,3374,933
152434,855,2210
152435,4874,1185
152436,3116,897
152437,2405,1071
152438,2004,727
152439,2572,245
152440,4342,1324
152441,4527,323
152442,2008,1600
152443,2342,722
152444,4737,1853
152445,10,1071
152446,820,122
152447,2559,1888
152448,692,876
152449,783,994
152450,3398,179
152451,497,408
152452,3575,815
152453,1025,527
152454,3666,933
152455,3072,194
152456,1826,1744
152457,4508,2151
152458,298,198
152459,4436,585
152460,2878,328
152461,4774,580
152462,4068,1098
152463,3476,1940
152464,1958,1082
152465,4345,817
152466,1105,1580
152467,1048,1046
152468,4395,934
152469,2600,1488
152470,1545,1852
152471,3410,539
152472,222,1492
152473,4308,1689
152474,3781,2172
152475,818,1523
152476,422,1523
152477,412,835
152478,4493,688
152479,4899,1376
152480,1289,1108
152481,945,1298
152482,1294,1452
152483,4360,1098
152484,4119,2167
152485,1525,826
152486,4109,698
152487,2705,908
152488,3673,1299
152489,4509,1571
152490,1577,235
152491,1745,2263
152492,644,30
152493,2946,970
152494,3391,1586
152495,2706,729
152496,4201,637
152497,51,2145
152498,825,1539
152499,2599,108
152500,4510,1392
152501,2767,2136
152502,3526,498
152503,3916,653
152504,2106,175
152505,2973,2012
152506,2228,1858
152507,824,2068
152508,1111,1344
152509,4752,925
152510,3971,1114
152511,1572,241
152512,19,328
152513,2655,390
152514,4157,715
152515,506,446
152516,3152,1196
152517,5,2150
152518,3988,1468
152519,1383,719
152520,4177,2121
152521,825,1889
152522,1317,2351
152523,2867,1212
152524,4706,930
152525,62,1903
152526,1158,1540
152527,4573,1340
152528,4609,997
152529,4538,2285
152530,3082,2305
152531,1267,1483
152532,2614,739
152533,4293,1700
152534,840,2170
152535,4754,597
152536,123,277
152537,584,1426
152538,589,1770
152539,329,153
152540,4410,6
152541,4066,196
152542,2042,698
152543,3750,899
152544,606,2124
152545,981,1247
152546,1416,1175
152547,738,2243
152548,3647,1151
152549,391,1381
152550,4462,546
152551,1623,1653
152552,315,2325
152553,1808,652
152554,3797,1095
152555,3750,1249
152556,3802,1439
152557,1883,237
152558,104,1324
152559,1434,2131
152560,1377,1597
152561,2299,1643
152562,1223,1130
152563,3890,505
152564,2090,715
152565,259,1612
152566,4144,2307
152567,4238,1188
152568,525,41
152569,2884,1515
152570,1899,1120
152571,1649,191
152572,1086,1017
152573,2633,1115
152574,1643,376
152575,2541,1526
152576,3690,43
152577,1520,1474
152578,4197,1537
152579,926,735
152580,3655,988
152581,1824,1885
152582,4597,2410
152583,2040,197
152584,4306,1480
152585,4433,1255
152586,3368,931
152587,3625,1496
152588,1185,622
152589,3179,1409
152590,942,1618
152591,2057,551
152592,3359,64
152593,181,1705
152594,1132,961
152595,559,1099
152596,2517,2229
152597,2887,1008
152598,1735,1439
152599,4006,814
152600,2514,1177
152601,2545,490
152602,4871,326
152603,2016,900
152604,113,231
152605,2294,90
152606,1958,895
152607,898,915
152608,2161,500
152609,1051,1911
152610,4882,835
152611,290,1998
152612,1048,859
152613,205,170
152614,576,1803
152615,2873,2399
152616,2842,834
152617,1346,1455
152618,3992,2205
152619,2187,2071
152620,3499,2272
152621,4304,979
152622,1007,1208
152623,1098,1326
152624,2767,1599
152625,4272,2195
152626,2806,1527
152627,3238,1184
152628,4413,922
152629,4110,1113
152630,875,2220
152631,1491,274
152632,3110,1938
152633,3454,1748
152634,3347,1127
152635,1891,1147
152636,1547,1337
152637,464,407
152638,1854,2019
152639,1413,2276
152640,4085,1995
152641,4064,1118
152642,46,833
152643,4373,1873
152644,2475,1548
152645,4407,1457
152646,2321,1081
152647,3214,1887
152648,2682,2026
152649,3609,2416
152650,2029,680
152651,281,1080
152652,4706,743
152653,1695,1558
152654,3544,486
152655,3707,2170
152656,2585,1312
152657,837,1712
152658,1934,39
152659,2421,157
152660,2092,1379
152661,2527,1307
152662,1548,757
152663,2831,1718
152664,3755,1837
152665,62,2066
152666,4503,10
152667,4635,2381
152668,643,1065
152669,801,2405
152670,1510,650
152671,338,1183
152672,1231,1989
152673,264,2200
152674,3559,1898
152675,2437,1040
152676,3872,143
152677,4661,569
152678,1571,2057
152679,2751,2139
152680,3353,1241
152681,113,2004
152682,1319,1055
152683,847,1999
152684,3438,36
152685,972,193
152686,2596,2201
152687,3964,82
152688,3463,1786
152689,166,2015
152690,3862,2057
152691,2396,1389
152692,653,2133
152693,2771,512
152694,89,105
152695,3273,1662
152696,3648,785
152697,873,187
152698,2182,117
152699,752,1358
152700,382,327
152701,1715,1405
152702,1648,183
152703,2393,337
152704,4726,590
152705,2926,800
152706,2525,456
152707,4858,709
152708,2960,384
152709,1155,250
152710,936,886
152711,3166,260
152712,1860,1005
152713,3725,1944
152714,3207,261
152715,4475,190
152716,1032,1348
152717,4535,995
152718,1198,1825
152719,2982,1082
152720,3531,2078
152721,2388,343
152722,645,1087
152723,1085,1359
152724,1070,327
152725,3660,1145
152726,368,1718
152727,1626,959
152728,4681,416
152729,2972,744
152730,948,1246
152731,4107,1083
152732,4609,2233
152733,4547,1355
152734,2984,754
152735,3799,149
152736,2123,2115
152737,2887,821
152738,3332,1437
152739,4657,1900
152740,2170,1180
152741,2180,1868
152742,805,1318
152743,3578,1843
152744,1078,2416
152745,1042,507
152746,3354,2135
152747,3760,571
152748,1017,2140
152749,1289,384
152750,3596,1668
152751,193,1878
152752,2438,2284
152753,3873,1387
152754,2868,1868
152755,1500,1735
152756,1412,1888
152757,3277,575
152758,3714,576
152759,1868,441
152760,2817,2280
152761,1310,1611
152762,2024,200
152763,1716,2299
152764,2750,1058
152765,2500,129
152766,2520,1535
152767,1064,1555
152768,997,333
152769,4395,910
152770,4765,1941
152771,2371,1412
152772,2741,191
152773,4606,1130
152774,3197,996
152775,2147,1704
152776,332,882
152777,732,1755
152778,2286,1489
152779,2229,955
152780,2327,1490
152781,4469,1017
152782,2762,1418
152783,2356,730
152784,802,215
152785,1798,1900
152786,1392,1212
152787,3030,2172
152788,614,164
152789,4561,1737
152790,3403,1222
152791,3341,344
152792,2322,365
152793,4270,807
152794,4254,274
152795,1840,621
152796,1480,278
152797,4613,1146
152798,2563,427
152799,3562,2383
152800,281,893
152801,4701,212
152802,2395,1782
152803,523,426
152804,3174,1520
152805,4609,623
152806,2108,1725
152807,3450,637
152808,688,1402
152809,2949,89
152810,3170,997
152811,1417,1053
152812,4722,1439
152813,2232,448
152814,1325,1464
152815,791,1530
152816,3903,1521
152817,2067,2074
152818,4582,1055
152819,387,134
152820,550,1818
152821,3155,315
152822,3277,1998
152823,2186,453
152824,2344,1793
152825,2834,674
152826,791,1880
152827,3802,1065
152828,3365,1064
152829,3960,2405
152830,1429,1413
152831,3669,1475
152832,1838,2372
152833,570,191
152834,4515,183
152835,2304,1613
152836,3075,736
152837,4786,1208
152838,3017,731
152839,4192,469
152840,1418,473
152841,3642,2
152842,4253,1876
152843,1956,1280
152844,1828,2034
152845,2203,1157
152846,4818,342
152847,1726,1757
152848,2255,566
152849,3285,1835
152850,3061,2127
152851,1194,1115
152852,1342,1767
152853,631,1941
152854,595,32
152855,1441,992
152856,1138,1183
152857,1917,921
152858,164,977
152859,2347,505
152860,4742,1636
152861,2557,2035
152862,3276,968
152863,1096,1711
152864,70,1315
152865,4578,481
152866,4390,430
152867,749,849
152868,3760,34
152869,631,2291
152870,4296,768
152871,1056,1531
152872,4098,29
152873,457,448
152874,4842,712
152875,1242,1132
152876,211,392
152877,385,2265
152878,4068,537
152879,2258,59
152880,2072,1589
152881,1953,177
152882,366,680
152883,3530,861
152884,3103,1548
152885,3929,1132
152886,3533,1132
152887,2186,1876
152888,606,140
152889,3376,394
152890,1003,742
152891,4216,1539
152892,2036,2282
152893,3114,2087
152894,750,269
152895,3986,2016
152896,3991,2360
152897,1116,1558
152898,1965,537
152899,1027,2240
152900,2080,295
152901,829,1501
152902,3454,1374
152903,4854,1422
152904,1573,2184
152905,1213,1841
152906,29,105
152907,1515,2179
152908,1757,1712
152909,3900,1841
152910,1405,506
152911,4710,892
152912,4240,1909
152913,2383,1585
152914,3214,1513
152915,3589,636
152916,445,1861
152917,2721,1580
152918,3958,2196
152919,2430,650
152920,67,1686
152921,911,321
152922,837,1338
152923,2545,1539
152924,2636,1657
152925,3926,379
152926,3988,1257
152927,3262,399
152928,717,455
152929,923,331
152930,1117,1328
152931,4878,1011
152932,2672,533
152933,3622,1873
152934,361,1759
152935,4385,1078
152936,1114,276
152937,4627,611
152938,293,1066
152939,3309,595
152940,17,1168
152941,915,2318
152942,165,1820
152943,3561,816
152944,944,1558
152945,4774,1792
152946,4402,1432
152947,3991,400
152948,4094,1279
152949,3657,1278
152950,2649,1488
152951,453,1698
152952,1719,1554
152953,4802,2305
152954,1323,1554
152955,2216,2360
152956,3740,0
152957,1508,553
152958,1817,1308
152959,2187,87
152960,2249,965
152961,3085,1237
152962,848,1446
152963,3582,2043
152964,3109,133
152965,1278,1030
152966,1248,2319
152967,2855,1714
152968,2884,954
152969,4537,694
152970,459,1112
152971,2735,831
152972,4557,2100
152973,1635,1452
152974,2633,554
152975,3973,2049
152976,4255,981
152977,3849,293
152978,2111,1381
152979,265,1246
152980,1942,2134
152981,1577,1447
152982,4619,2197
152983,522,1811
152984,2254,908
152985,2405,323
152986,2620,2197
152987,763,1873
152988,3003,1935
152989,1589,1457
152990,4711,2136
152991,1339,528
152992,3737,1930
152993,4208,1515
152994,749,662
152995,4210,807
152996,4301,925
152997,2178,2202
152998,3389,1597
152999,2324,1273
153000,3170,2233
153001,467,949
153002,3646,2162
153003,334,1359
153004,4568,2208
153005,857,1134
153006,2083,1561
153007,4283,2224
153008,2812,1212
153009,1416,2037
153010,2262,745
153011,452,267
153012,4366,946
153013,3741,894
153014,1191,606
153015,2443,2254
153016,3396,1613
153017,3151,1028
153018,2745,340
153019,1812,2387
153020,3925,422
153021,444,2254
153022,721,842
153023,3023,1782
153024,4695,74
153025,491,1319
153026,4223,1018
153027,2361,350
153028,1423,2053
153029,1899,1982
153030,899,555
153031,4813,1234
153032,4250,2060
153033,4224,839
153034,4563,305
153035,4229,1183
153036,2875,1510
153037,2234,925
153038,2639,2142
153039,2567,576
153040,1168,1130
153041,3439,505
153042,3712,1603
153043,2784,1742
153044,3654,1598
153045,1906,1998
153046,4547,2404
153047,4764,187
153048,727,606
153049,4896,306
153050,3932,788
153051,2020,2285
153052,991,1618
153053,4286,1316
153054,2768,458
153055,4736,2276
153056,3604,730
153057,56,1340
153058,4,1150
153059,3204,988
153060,1769,1885
153061,2381,197
153062,2831,1157
153063,448,817
153064,3632,2374
153065,3190,2029
153066,1359,674
153067,366,1916
153068,3898,803
153069,1382,843
153070,1571,1496
153071,1509,618
153072,1285,910
153073,412,1510
153074,4488,1019
153075,695,1044
153076,4714,19
153077,3833,2256
153078,4242,963
153079,3120,105
153080,2093,1019
153081,38,2208
153082,1239,915
153083,2455,654
153084,1152,1670
153085,3418,701
153086,1243,1788
153087,3514,1163
153088,4407,1969
153089,4792,1780
153090,3352,2333
153091,1060,2081
153092,2832,577
153093,2331,29
153094,2453,1712
153095,1789,1732
153096,648,1578
153097,266,530
153098,825,2214
153099,1583,1075
153100,3479,1327
153101,4403,1446
153102,3291,1276
153103,4721,35
153104,75,935
153105,665,1932
153106,3244,1460
153107,4219,2268
153108,4054,511
153109,287,1757
153110,4367,2139
153111,2901,1471
153112,1836,1147
153113,1101,1681
153114,1435,803
153115,2211,270
153116,4886,260
153117,221,356
153118,4111,1395
153119,1179,59
153120,124,423
153121,678,1763
153122,2183,2359
153123,3446,1944
153124,3738,1564
153125,4610,1493
153126,1365,1912
153127,2113,85
153128,4847,682
153129,1232,2322
153130,924,2169
153131,523,1825
153132,1354,1753
153133,2195,2369
153134,1078,1855
153135,677,1511
153136,489,1460
153137,2879,2247
153138,2046,2246
153139,3288,954
153140,2192,1317
153141,1046,819
153142,4088,1569
153143,4621,2032
153144,801,234
153145,1728,624
153146,1103,572
153147,136,783
153148,347,1003
153149,1560,1979
153150,536,1656
153151,3987,1113
153152,2,1722
153153,4078,1231
153154,4854,698
153155,1658,1733
153156,2028,512
153157,2983,2196
153158,2587,2196
153159,4421,1570
153160,2301,1610
153161,1546,768
153162,501,1820
153163,2731,1194
153164,4136,1586
153165,3167,1724
153166,3449,656
153167,3511,1534
153168,2475,450
153169,2912,451
153170,3471,2135
153171,3753,1067
153172,3453,1529
153173,4222,579
153174,4602,46
153175,1828,50
153176,1666,1220
153177,2189,995
153178,3197,785
153179,790,1549
153180,1235,2165
153181,762,255
153182,3897,1196
153183,4614,56
153184,1446,133
153185,1964,1816
153186,9,957
153187,389,424
153188,4147,1344
153189,1282,1230
153190,1313,543
153191,375,2246
153192,1316,814
153193,2154,1159
153194,4086,1068
153195,1906,1811
153196,2193,1087
153197,3685,724
153198,278,2313
153199,4015,2356
153200,2031,5
153201,1656,882
153202,3948,1134
153203,2984,1616
153204,4711,339
153205,3169,615
153206,1020,671
153207,2580,220
153208,338,85
153209,4006,1489
153210,1759,1010
153211,2108,1164
153212,4816,540
153213,4759,6
153214,4850,124
153215,2355,1041
153216,925,30
153217,2549,2038
153218,4190,1017
153219,1263,25
153220,853,1847
153221,3036,1375
153222,3072,1032
153223,4247,770
153224,4770,545
153225,3801,683
153226,1417,842
153227,259,327
153228,2279,2335
153229,2587,236
153230,2755,2264
153231,2177,2058
153232,4300,781
153233,2156,1181
153234,320,1734
153235,2125,1868
153236,654,856
153237,4857,2392
153238,2596,1453
153239,906,1077
153240,4232,88
153241,1054,1729
153242,4734,1238
153243,1525,1314
153244,4880,309
153245,962,2140
153246,2247,518
153247,3014,2151
153248,2608,1463
153249,1204,1673
153250,751,1139
153251,1618,724
153252,217,1205
153253,243,174
153254,4506,1007
153255,60,467
153256,4654,1659
153257,172,1462
153258,4540,591
153259,2818,2212
153260,4034,1951
153261,2568,1283
153262,302,0
153263,3951,196
153264,799,806
153265,1828,1473
153266,1107,959
153267,854,1267
153268,706,615
153269,2065,662
153270,4690,535
153271,1101,1144
153272,705,1144
153273,132,1282
153274,3910,1326
153275,4192,258
153276,379,1159
153277,3056,1222
153278,1753,2238
153279,3475,617
153280,1107,1309
153281,1537,893
153282,3240,750
153283,1378,82
153284,2703,545
153285,476,1442
153286,3984,1433
153287,4364,900
153288,2518,765
153289,837,2387
153290,4887,675
153291,124,236
153292,2949,951
153293,1555,1849
153294,920,1109
153295,2769,1515
153296,3693,1634
153297,1399,1309
153298,4467,1028
153299,365,298
153300,4071,1028
153301,1607,1258
153302,432,1520
153303,805,570
153304,232,708
153305,268,365
153306,4750,562
153307,2503,83
153308,335,1587
153309,541,1463
153310,1382,2079
153311,179,1047
153312,3749,1916
153313,1046,632
153314,1223,1268
153315,4621,1845
153316,1811,2192
153317,1785,971
153318,4087,1911
153319,4467,1378
153320,2657,900
153321,2022,160
153322,4115,172
153323,63,1811
153324,4237,1855
153325,904,175
153326,1468,2203
153327,12,2223
153328,4417,510
153329,3080,1942
153330,2961,530
153331,4575,1850
153332,1156,396
153333,4788,2143
153334,1591,324
153335,526,0
153336,3741,870
153337,3910,2399
153338,4606,382
153339,3947,746
153340,3582,59
153341,1956,2142
153342,2269,387
153343,3607,1809
153344,2475,263
153345,4417,860
153346,3352,536
153347,828,1469
153348,3911,2220
153349,1614,1624
153350,2393,1362
153351,2942,2358
153352,4721,1271
153353,4659,393
153354,1070,1002
153355,1890,741
153356,54,1294
153357,4720,1800
153358,1423,2029
153359,3369,890
153360,4064,183
153361,2629,1080
153362,4808,866
153363,1,155
153364,3373,1763
153365,3865,2225
153366,389,237
153367,948,1921
153368,1471,1696
153369,1901,1280
153370,2620,213
153371,1123,232
153372,1338,2106
153373,1620,1038
153374,1057,1864
153375,4890,2369
153376,1527,1978
153377,3149,2405
153378,4764,163
153379,617,1942
153380,180,1941
153381,4216,2051
153382,4591,1174
153383,4154,1173
153384,3288,2190
153385,2166,1332
153386,1765,988
153387,4406,1394
153388,801,1470
153389,2749,1912
153390,2702,2066
153391,2692,1378
153392,3535,2067
153393,3438,2134
153394,1597,2343
153395,1201,2343
153396,637,315
153397,1104,2410
153398,2592,393
153399,849,1137
153400,3099,1887
153401,2693,1199
153402,1253,1752
153403,1349,2214
153404,2495,460
153405,1529,869
153406,567,1424
153407,3177,265
153408,992,664
153409,4536,312
153410,905,1419
